# DDSP Room Correction - export
# filter,freq_hz,gain_db,q
# 1,20,-0.16,4.000
# 2,27,-2.55,4.000
# 3,36,-4.45,4.000
# 4,49,-0.61,4.000
# 5,66,3.07,4.000
# 6,90,0.49,4.000
# 7,121,0.52,4.000
# 8,164,-1.53,4.000
# 9,221,1.44,4.000
# 10,298,-3.96,4.000
# 11,403,5.11,4.000
# 12,544,-2.58,4.000
# 13,735,1.31,4.000
# 14,992,-0.03,4.000
# 15,1340,-1.91,4.000
# 16,1809,-0.82,4.000
# 17,2443,0.14,4.000
# 18,3299,-1.24,4.000
# 19,4455,-0.76,4.000
# 20,6016,-0.68,4.000
# 21,8123,-0.23,4.000
# 22,10969,-0.85,4.000
# 23,14811,0.00,4.000
# 24,20000,-0.40,4.000
freq_hz,before_db,after_db
0.0,34.47281234005067,34.47281234004833
2.0,34.11310837115562,34.111358144746916
4.0,34.954934614899386,34.94773063141165
6.0,35.01338654289946,34.99636696372031
8.0,33.584683399794805,33.552202025712766
10.0,33.16190515418014,33.1060206564238
12.0,34.20502608225161,34.11363550357006
14.0,34.70102410718214,34.55390071115523
16.0,34.0853184045022,33.84427015722246
18.0,32.73057450551023,32.315119271831385
20.0,30.044474238149533,29.35625322012084
22.0,27.364573990225193,26.347712319240777
24.0,29.121735937097665,27.390601854385444
26.0,30.916471186537237,28.050486503494295
28.0,31.481675863811112,28.326048251327148
30.0,32.99302891339732,30.223653542994377
32.0,34.32332608322903,31.331043445178
34.0,33.935636162496614,30.018791916617364
36.0,31.152997616978432,26.377407179680276
38.0,30.306014726443777,26.031807927542623
40.0,31.866774834386362,28.78588946364002
42.0,31.988877619916583,29.830555300032124
44.0,32.08723526317129,30.488692406104946
46.0,33.04318431024064,31.764835925887752
48.0,32.27170294084146,31.216614674782555
50.0,31.03800542954548,30.2500836631754
52.0,25.619811349992275,25.186936514222047
54.0,23.185030795707032,23.15155348062524
56.0,27.73095854362074,28.121463213652518
58.0,28.53088062022525,29.38854793378825
60.0,26.519183822220054,27.90924610118077
62.0,25.23651726560984,27.21006163070614
64.0,22.860843515762568,25.371525063908106
66.0,19.790351578260395,22.611416804527742
68.0,25.56611428249206,28.34955594184524
70.0,29.598346170913807,32.07500814968317
72.0,30.512792357344374,32.5925055952422
74.0,28.38172775184728,30.097461275638203
76.0,29.92366401580409,31.35233892925385
78.0,31.551816206614983,32.77251186153473
80.0,28.427362988472016,29.507575010917364
82.0,16.957623952743603,17.95055661564435
84.0,27.990125858559974,28.933875417004774
86.0,34.04819188003507,34.963825972135886
88.0,35.605014619641075,36.49507457329005
90.0,34.99323471630624,35.84502593604212
92.0,30.849888857947473,31.645245704397905
94.0,25.502591266008924,26.228658293195373
96.0,13.192481477655269,13.84663241194113
98.0,23.05627774595152,23.64469072719634
100.0,26.351763190148855,26.885625786300817
102.0,30.176864811770976,30.669219742753114
104.0,32.69331954625659,33.15727209533973
106.0,32.34876508985491,32.79665204905368
108.0,30.312467178490333,30.755414952620836
110.0,23.178032425003323,23.625458372680246
112.0,22.802111075640894,23.260880029678127
114.0,25.027703391705632,25.50084866252674
116.0,19.895763937287295,20.381008318204117
118.0,20.740377832340123,21.229129400701122
120.0,24.58359152671623,25.061333582684483
122.0,28.268291537993626,28.716843285692388
124.0,31.145372430286756,31.54636266553585
126.0,29.98932792969381,30.327336844585165
128.0,30.642000149926623,30.906111917670174
130.0,32.317603059285375,32.50122523886807
132.0,33.597095227454496,33.69674388150162
134.0,34.97551755459195,34.98936814298727
136.0,35.18527391547642,35.11195518628866
138.0,34.06384530437797,33.90162594981743
140.0,32.44872087696643,32.195066110080376
142.0,30.024174106244736,29.675606155778326
144.0,26.311773231489713,25.863990242227338
146.0,23.90349705907933,23.35174303298216
148.0,26.324663595064962,25.664373501176115
150.0,29.679117067573006,28.906870390813975
152.0,28.648253527907475,27.76303992084974
154.0,26.243391124858057,25.248106479460535
156.0,27.495941576844345,26.39888758712261
158.0,28.74948258180026,27.565472798718897
160.0,30.7496566513544,29.5002334318384
162.0,31.980791290794848,30.6931632887596
164.0,30.80124120714483,29.505924079958085
166.0,27.638271892037164,26.365928145368336
168.0,30.080416649672287,28.85874525488683
170.0,31.23432936629056,30.085810605456103
172.0,29.07459630130471,28.01549292316642
174.0,19.88439528727855,18.92492547629537
176.0,21.47049246691017,20.6157838849663
178.0,29.222403895495205,28.4737813517927
180.0,27.8732951193466,27.229561418474532
182.0,27.694328199707048,27.15284987512182
184.0,29.704219286650154,29.26175245191213
186.0,30.461326266373526,30.114591368232972
188.0,32.99887127307235,32.744917105908506
190.0,33.952521032879844,33.78892391283001
192.0,34.385341419129496,34.31027831815319
194.0,32.79760339141754,32.80982651960457
196.0,31.008477603807087,31.10720681917684
198.0,29.369690010182637,29.554430608297576
200.0,29.543802181345058,29.81409014340917
202.0,31.994927096825325,32.35000260539976
204.0,33.34595415181743,33.78436804306439
206.0,33.86865142004198,34.38781905518798
208.0,34.1768461016027,34.77257895515069
210.0,33.75681346081497,34.42287872828127
212.0,31.727711463585226,32.455489379739696
214.0,31.236776717974692,32.01509597065805
216.0,32.53335838258821,33.34858244120633
218.0,33.096809709171495,33.933214473973884
220.0,32.484186664519505,33.324614736391005
222.0,31.021993212646095,31.84870632778599
224.0,30.644598498620034,31.440199562595296
226.0,28.961569320661,29.70984903676127
228.0,25.698629168280384,26.385215991836052
230.0,21.105732342579362,21.718477673008028
232.0,22.201944037399436,22.731035846046247
234.0,24.16981511976487,24.607662371583906
236.0,20.155606775549984,20.49656344435441
238.0,21.000409619366135,21.240411164788746
240.0,20.42306487363543,20.559238866398484
242.0,25.278925045460383,25.309219797902973
244.0,26.787640875355464,26.710498068456893
246.0,25.411494823169992,25.225577799601698
248.0,20.64564908572757,20.349628764443814
250.0,7.521858714764394,7.11425354996074
252.0,14.86706891612741,14.34613294691815
254.0,21.527455970155394,20.891108717502185
256.0,28.39258441900826,27.63837731054182
258.0,32.47024486473707,31.59536039281192
260.0,34.907328771549345,33.90861032109807
262.0,34.841645293248376,33.71565727282235
264.0,33.69684019497983,32.439959614230446
266.0,33.30014814058468,31.908689979856216
268.0,31.215872378328413,29.68625186249479
270.0,29.924553995765937,28.25348904699698
272.0,28.714465253919506,26.899221733870654
274.0,26.155289836138063,24.19397041853422
276.0,28.50964998053286,26.401524313799897
278.0,29.356185283537286,27.102054237711158
280.0,29.79529434427811,27.397874473458447
282.0,29.47320586352871,26.937511974280113
284.0,28.808766932694525,26.142461608153422
286.0,30.839467000189554,28.053137618197223
288.0,34.48033529421086,31.58765382071761
290.0,36.787262908014,33.8049843784803
292.0,36.972335343674594,33.9201000555404
294.0,35.0780363412996,31.977959545298177
296.0,29.887318280006554,26.76337812200948
298.0,15.36780034330029,12.245065324803864
300.0,29.107612534486833,26.011376755271193
302.0,34.44283887026711,31.397749490717313
304.0,35.45634518029247,32.485607189437
306.0,36.17496054951355,33.29968893898098
308.0,37.484071958348444,34.72283530207521
310.0,37.63293343581433,35.001502856029255
312.0,37.60053105530383,35.1118216818433
314.0,36.90669627776728,34.57086929296398
316.0,35.01503404095786,32.83971780627893
318.0,34.89648840965491,32.887075930034214
320.0,35.65715503956054,33.8171396429962
322.0,35.14036741063889,33.47168624373262
324.0,34.08563368147909,32.58899717153052
326.0,34.29109110927722,32.96628442026315
328.0,32.20961037538525,31.055759326122022
330.0,29.38107568765816,28.396874390213753
332.0,23.870171836392487,23.054072565811936
334.0,26.148562437265944,25.498930230960283
336.0,31.60806203723135,31.123297553909413
338.0,32.38298975096469,32.06162427920591
340.0,31.391011871196326,31.231778300153547
342.0,29.764756705122753,29.766639928879826
344.0,28.869316836862513,29.031586583998994
346.0,28.056836721162103,28.37906526396781
348.0,24.395640870354956,24.877707526527196
350.0,19.762410224581338,20.404494047898588
352.0,19.73440614312529,20.53696772592315
354.0,22.735053584673565,23.698806472596996
356.0,24.43858356858405,25.56445542203677
358.0,21.883095555797297,23.172178887468117
360.0,25.846228857373063,27.299720936956057
362.0,30.733094403271974,32.35222575943731
364.0,30.78048879520518,32.56643967499443
366.0,30.24945278776636,32.203256975688305
368.0,30.548600886555292,32.67103646608048
370.0,31.00971423937988,33.30118122972417
372.0,30.251281507466537,32.711666863808716
374.0,26.604459030404733,29.2329902889124
376.0,20.772443226221817,23.567533131970134
378.0,12.63248160396244,15.591567385297804
380.0,16.081652186958856,19.20103470558254
382.0,21.624856735154875,24.899546467302407
384.0,26.459140370698407,29.882718913514577
386.0,31.203984690708904,34.76849201148684
388.0,34.22147868185126,37.91733733286049
390.0,34.348556434392506,38.164544087599985
392.0,32.90288002261969,36.826160588969614
394.0,33.2347339774895,37.25095500863817
396.0,32.51823143505579,36.611691403936504
398.0,26.96076941170022,31.114653062707355
400.0,26.21622629757004,30.412900109478148
402.0,28.023808161410262,32.2451619194917
404.0,26.055735385071365,30.28355089066921
406.0,22.390400901804153,26.606725844913413
408.0,6.347996028235282,10.535500576469541
410.0,19.942450541631185,24.084746343612036
412.0,21.32269883342364,25.404604476985334
414.0,15.395765286964899,19.403507990286208
416.0,24.002687104482085,27.924036580226833
418.0,26.23373593963466,30.058072053794636
420.0,22.800507328276677,26.518827716203393
422.0,24.631860306269807,28.2367371715506
424.0,28.204642451743776,31.690139331540394
426.0,29.414872539565955,32.77643207355417
428.0,29.54703105322985,32.78134406800127
430.0,27.5796138999614,30.684478772586665
432.0,25.26239615023681,28.236575763791915
434.0,24.172618375799498,27.015700274898425
436.0,24.69033540953923,27.402599174491225
438.0,20.443889751479798,23.02618423183861
440.0,23.698708012403813,26.152339935029282
442.0,27.964752012571626,30.291386606490185
444.0,27.170195406998268,29.371769045196594
446.0,21.82245297371066,23.901097386044025
