# DDSP Room Correction - export
# fir filter, 4097 taps
freq_hz,before_db,after_db
0.0,34.47281234005067,34.48902220999574
2.0,34.11310837115562,34.1249737984462
4.0,34.954934614899386,34.952992854843735
6.0,35.01338654289946,34.98593580024331
8.0,33.584683399794805,33.516558479848015
10.0,33.16190515418014,33.033634217815695
12.0,34.20502608225161,33.99248501493369
14.0,34.70102410718214,34.3756823278645
16.0,34.0853184045022,33.6151533904079
18.0,32.73057450551023,32.08172260927361
20.0,30.044474238149533,29.183676665479407
22.0,27.364573990225193,26.262454711534776
24.0,29.121735937097665,27.75688853653863
26.0,30.916471186537237,29.280201268120884
28.0,31.481675863811112,29.58301247540633
30.0,32.99302891339732,30.86327728010849
32.0,34.32332608322903,32.0190533194415
34.0,33.935636162496614,31.53875036400555
36.0,31.152997616978432,28.766786082461117
38.0,30.306014726443777,28.0468617854695
40.0,31.866774834386362,29.852638021151797
42.0,31.988877619916583,30.32684366127895
44.0,32.08723526317129,30.862861241187016
46.0,33.04318431024064,32.31360311665417
48.0,32.27170294084146,32.063108649127294
50.0,31.03800542954548,31.346902710327274
52.0,25.619811349992275,26.416789385465748
54.0,23.185030795707032,24.419804367048272
56.0,27.73095854362074,29.337739920793744
58.0,28.53088062022525,30.4335394597202
60.0,26.519183822220054,28.63597040598966
62.0,25.23651726560984,27.484325576983803
64.0,22.860843515762568,25.159087903719886
66.0,19.790351578260395,22.064551213097474
68.0,25.56611428249206,27.75124562517129
70.0,29.598346170913807,31.64194945997505
72.0,30.512792357344374,32.3777143112148
74.0,28.38172775184728,30.048264753705965
76.0,29.92366401580409,31.390766923780962
78.0,31.551816206614983,32.836975474012945
80.0,28.427362988472016,29.564863991064755
82.0,16.957623952743603,17.995079377205645
84.0,27.990125858559974,28.983528743254027
86.0,34.04819188003507,35.056088302839186
88.0,35.605014619641075,36.68262632319773
90.0,34.99323471630624,36.1873632658029
92.0,30.849888857947473,32.19520385431535
94.0,25.502591266008924,27.01955078073316
96.0,13.192481477655269,14.88679518475803
98.0,23.05627774595152,24.919602491840376
100.0,26.351763190148855,28.363242178751783
102.0,30.176864811770976,32.305152563722274
104.0,32.69331954625659,34.89882216905882
106.0,32.34876508985491,34.58592399723541
108.0,30.312467178490333,32.53199761299976
110.0,23.178032425003323,25.329085878070767
112.0,22.802111075640894,24.83436288105394
114.0,25.027703391705632,26.89337746753026
116.0,19.895763937287295,21.551600579526756
118.0,20.740377832340123,22.149531589288237
120.0,24.58359152671623,25.717417798920035
122.0,28.268291537993626,29.10794616874071
124.0,31.145372430286756,31.683113145201347
126.0,29.98932792969381,30.229377518620694
128.0,30.642000149926623,30.600818853699046
130.0,32.317603059285375,32.02343283378835
132.0,33.597095227454496,33.08868970729065
134.0,34.97551755459195,34.30005883941503
136.0,35.18527391547642,34.395588598942325
138.0,34.06384530437797,33.21514315591484
140.0,32.44872087696643,31.595160628300746
142.0,30.024174106244736,29.215588402290884
144.0,26.311773231489713,25.590851892433104
146.0,23.90349705907933,23.303646487126187
148.0,26.324663595064962,25.868655510193165
150.0,29.679117067573006,29.378538634352722
152.0,28.648253527907475,28.503692454197097
154.0,26.243391124858057,26.245240972829592
156.0,27.495941576844345,27.62569186717746
158.0,28.74948258180026,28.981357258805353
160.0,30.7496566513544,31.052473809426395
162.0,31.980791290794848,32.31992900346588
164.0,30.80124120714483,31.14060397592106
166.0,27.638271892037164,27.942157961189086
168.0,30.080416649672287,30.315189594808448
170.0,31.23432936629056,31.36980199254157
172.0,29.07459630130471,29.085046820087236
174.0,19.88439528727855,19.74916102817708
176.0,21.47049246691017,21.174128841242872
178.0,29.222403895495205,28.754454749789303
180.0,27.8732951193466,27.22778682376169
182.0,27.694328199707048,26.869159088071715
184.0,29.704219286650154,28.70065065207056
186.0,30.461326266373526,29.283775863128312
188.0,32.99887127307235,31.655157822894463
190.0,33.952521032879844,32.454611401978404
192.0,34.385341419129496,32.75052315346382
194.0,32.79760339141754,31.04986399474488
196.0,31.008477603807087,29.179745315164226
198.0,29.369690010182637,27.50051370029231
200.0,29.543802181345058,27.68305991253608
202.0,31.994927096825325,30.198284986251032
204.0,33.34595415181743,31.673048231851897
206.0,33.86865142004198,32.37928047845883
208.0,34.1768461016027,32.92673976183054
210.0,33.75681346081497,32.79366877980008
212.0,31.727711463585226,31.088120658677088
214.0,31.236776717974692,30.944434129708114
216.0,32.53335838258821,32.59863699631912
218.0,33.096809709171495,33.51754205172917
220.0,32.484186664519505,33.24733260025927
222.0,31.021993212646095,32.1058330349239
224.0,30.644598498620034,32.02112257298424
226.0,28.961569320661,30.59880548013187
228.0,25.698629168280384,27.562725409483427
230.0,21.105732342579362,23.16267897132473
232.0,22.201944037399436,24.418871952261274
234.0,24.16981511976487,26.51584769409576
236.0,20.155606775549984,22.602276063952175
238.0,21.000409619366135,23.521676620342024
240.0,20.42306487363543,22.995009226924218
242.0,25.278925045460383,27.879190412144077
244.0,26.787640875355464,29.394735613403938
246.0,25.411494823169992,28.00405088931965
248.0,20.64564908572757,23.201734394597718
250.0,7.521858714764394,10.018420778977802
252.0,14.86706891612741,17.279563860157896
254.0,21.527455970155394,23.829691431296503
256.0,28.39258441900826,30.556781718907544
258.0,32.47024486473707,34.467308231336744
260.0,34.907328771549345,36.70729866855231
262.0,34.841645293248376,36.41430875982851
264.0,33.69684019497983,35.012471944821186
266.0,33.30014814058468,34.33035971253404
268.0,31.215872378328413,31.934550274819077
270.0,29.924553995765937,30.308868919572703
272.0,28.714465253919506,28.745930961733162
274.0,26.155289836138063,25.82084004425757
276.0,28.50964998053286,27.802684510348374
278.0,29.356185283537286,28.277513325176237
280.0,29.79529434427811,28.353877095286027
282.0,29.47320586352871,27.686579892780394
284.0,28.808766932694525,26.703023407675715
286.0,30.839467000189554,28.44868119393083
288.0,34.48033529421086,31.845392853845954
290.0,36.787262908014,33.95411254830989
292.0,36.972335343674594,33.98979751979623
294.0,35.0780363412996,31.995388456823072
296.0,29.887318280006554,26.751930697552574
298.0,15.36780034330029,12.223094869465609
300.0,29.107612534486833,25.991555667800366
302.0,34.44283887026711,31.387084233335216
304.0,35.45634518029247,32.486031507012484
306.0,36.17496054951355,33.30907958088254
308.0,37.484071958348444,34.73626023124979
310.0,37.63293343581433,35.01251649311489
312.0,37.60053105530383,35.11365253708099
314.0,36.90669627776728,34.557388597568654
316.0,35.01503404095786,32.80612327190791
318.0,34.89648840965491,32.83026709442761
320.0,35.65715503956054,33.73579836060157
322.0,35.14036741063889,33.36610700419563
324.0,34.08563368147909,32.460736065848664
326.0,34.29109110927722,32.81771100449838
328.0,32.20961037538525,30.889600463478157
330.0,29.38107568765816,28.215832305055383
332.0,23.870171836392487,22.86058136658241
334.0,26.148562437265944,25.295088445447185
336.0,31.60806203723135,30.910982579143166
338.0,32.38298975096469,31.842762511527905
340.0,31.391011871196326,31.00871637191022
342.0,29.764756705122753,29.542541635663355
344.0,28.869316836862513,28.810769684386734
346.0,28.056836721162103,28.16719447726939
348.0,24.395640870354956,24.681775717345623
350.0,19.762410224581338,20.232552025251668
352.0,19.73440614312529,20.397601166117266
354.0,22.735053584673565,23.60040043605078
356.0,24.43858356858405,25.51432508179071
358.0,21.883095555797297,23.17567157682918
360.0,25.846228857373063,27.359403808923208
362.0,30.733094403271974,32.46726368206453
364.0,30.78048879520518,32.73224251043892
366.0,30.24945278776636,32.41144054841251
368.0,30.548600886555292,32.90970485562845
370.0,31.00971423937988,33.555505832294365
372.0,30.251281507466537,32.96471359722991
374.0,26.604459030404733,29.46673113535938
376.0,20.772443226221817,23.763970553869015
378.0,12.63248160396244,15.733897663141818
380.0,16.081652186958856,19.2747766798568
382.0,21.624856735154875,24.893564103473963
384.0,26.459140370698407,29.79006929513725
386.0,31.203984690708904,34.587035666402116
388.0,34.22147868185126,37.65005683100322
390.0,34.348556434392506,37.81953137115163
392.0,32.90288002261969,36.41625460607819
394.0,33.2347339774895,36.79303859003533
396.0,32.51823143505579,36.12568769240222
398.0,26.96076941170022,30.622293080809925
400.0,26.21622629757004,29.9363590832887
402.0,28.023808161410262,31.805677920498873
404.0,26.055735385071365,29.90014211811725
406.0,22.390400901804153,26.2951120472879
408.0,6.347996028235282,10.307312050193705
410.0,19.942450541631185,23.947074885558575
412.0,21.32269883342364,25.359919376966147
414.0,15.395765286964899,19.44993063330871
416.0,24.002687104482085,28.055941915329825
418.0,26.23373593963466,30.266964780517988
420.0,22.800507328276677,26.794424933187486
422.0,24.631860306269807,28.568176259480424
424.0,28.204642451743776,32.0672191430215
426.0,29.414872539565955,33.19078728159019
428.0,29.54703105322985,33.227448530479634
430.0,27.5796138999614,31.160377255125113
432.0,25.26239615023681,28.74425831608885
434.0,24.172618375799498,27.56106312164929
436.0,24.69033540953923,27.994980368722914
438.0,20.443889751479798,23.677517012186435
440.0,23.698708012403813,26.876022182154777
442.0,27.964752012571626,31.101008454048042
444.0,27.170195406998268,30.279861089744173
446.0,21.82245297371066,24.918053120183377
448.0,7.38781908990437,10.47908661751404
450.0,21.37534168678711,24.468732734858
452.0,25.48109633625119,28.579676889891168
454.0,23.29688310255172,26.400540922190693
456.0,23.383510986414876,26.489411588837985
458.0,26.207355027419265,29.310543102163145
460.0,22.901027843545087,25.99507487291508
462.0,19.590265755642708,22.667877073638483
464.0,28.93861242442394,31.9921281307056
466.0,31.13267163186327,34.15442152375763
468.0,30.976978658302098,33.95947802726448
470.0,29.459909401073823,32.39590703394596
472.0,28.227131218441784,31.10954061577201
474.0,26.16702031290959,28.988778000131553
476.0,13.538816913360066,16.292716709929422
478.0,29.736802173796562,32.415351490534036
480.0,32.80590737617565,35.401242298489564
482.0,33.63901292059519,36.14289518414986
484.0,35.46977707529316,37.87368065740566
486.0,37.28835702584249,39.58363745071733
488.0,36.82388441349599,39.00201194535253
490.0,33.114346225607946,35.16717607955071
492.0,27.548694691258824,29.468743644413127
494.0,28.842502361465918,30.623201503495277
496.0,31.301227501719016,32.93712473111815
498.0,31.7850481856865,33.27194063195044
500.0,31.67238251764296,33.00736746748423
502.0,31.522092653257076,32.70353489520953
504.0,29.147811634043794,30.175234551324014
506.0,23.9979826472868,24.87189906761255
508.0,13.55881072282582,14.280516716538482
510.0,18.488125023766614,19.05948484872074
512.0,20.04147541591554,20.46472807229778
514.0,19.017776587873556,19.295393551559368
516.0,19.495201873217674,19.629821295363403
518.0,16.471909338282423,16.46636433290253
520.0,23.003052081052232,22.860499944743925
522.0,31.27545302383114,30.99959894088234
524.0,33.49614648036309,33.091540456663154
526.0,32.45485764758574,31.927228555902026
528.0,27.60721655283854,26.963794252038735
530.0,22.46560215620335,21.715370127870067
532.0,17.097502541837855,16.251322032814542
534.0,24.40855776007952,23.479112333341646
536.0,30.688366426865095,29.68989421083319
538.0,33.387947518735,32.33575630106028
540.0,34.682333301110255,33.59212724914411
542.0,34.991930817537046,33.87901089631312
544.0,33.319238003575784,32.19766383352529
546.0,31.44050822007078,30.322320850634018
548.0,32.226895186036685,31.121494781593015
550.0,32.59463826327304,31.508388917469627
552.0,32.63329044048361,31.569391003207624
554.0,32.21154866407944,31.1701705211448
556.0,31.956460760585106,30.93511796583734
558.0,31.363352315030184,30.357441768014226
560.0,31.507003992582412,30.51043661903008
562.0,32.01872902348484,31.02456816612245
564.0,31.27036316095831,30.271393117851375
566.0,31.09385622115535,30.083020584774296
568.0,29.501428511195208,28.472102400721038
570.0,26.742665924762576,25.688755281367808
572.0,29.922830350815328,28.83872122182592
574.0,33.09973992513391,31.980146520102657
576.0,33.39341459470502,32.233192354450075
578.0,33.61950181603414,32.41349736861439
580.0,35.9254065893828,34.66840884514152
582.0,36.955745810483535,35.64258258342372
584.0,36.79359197517655,35.419387646257626
586.0,35.04151604391466,33.60209262112565
588.0,32.5228127142439,31.015184490144883
590.0,32.36093714807338,30.783823155656062
592.0,32.353148554027925,30.707411731370634
594.0,30.621505491819555,28.910426499265178
596.0,32.91142593554537,31.140735049069413
598.0,36.21096614199963,34.388588316297955
600.0,36.969271957073055,35.10478441657439
602.0,36.88425556689441,34.98810685087404
604.0,35.92173548301056,34.00431971668513
606.0,33.48483235148004,31.555542357863462
608.0,33.52338937322009,31.589779800876624
610.0,32.87074266074339,30.93791787148544
612.0,28.885226706002705,26.95553215085605
614.0,20.447228561897013,18.520277512363915
616.0,22.332859645561104,20.405879356083755
618.0,26.95421666306199,25.02265745208042
620.0,30.378420117817985,28.43674224408833
622.0,33.039651045294754,31.0821890993242
624.0,33.15146396756191,31.173266085592896
626.0,31.605166617139805,29.602714558298274
628.0,30.38321929445076,28.35495362538282
630.0,28.570125724578904,26.51672636796289
632.0,28.773456902546158,26.69786101714215
634.0,31.59525630560634,29.502429746802274
636.0,30.931481327322473,28.827992445574054
638.0,26.65645189206176,24.549922111972123
640.0,24.519807462301486,22.418327352403438
642.0,22.70441687761747,20.616016512461623
644.0,26.111497651327657,24.043746028199802
646.0,24.425365563535635,22.385148581752812
648.0,17.972417185786078,15.965912148006549
650.0,23.183927158151654,21.216759456703766
652.0,25.867024168043045,23.944563662091163
654.0,17.348509185221264,15.476243244861308
656.0,27.276227209880627,25.46013647881474
658.0,31.9839765828438,30.230838940404226
660.0,35.53020363571009,33.84776145498396
662.0,38.13026871712163,36.52721332653252
664.0,39.08594414352177,37.57169742476363
666.0,39.053695589524025,37.63799870749425
668.0,37.62499712189773,36.3173461682709
670.0,34.45238373184643,33.261376694513984
672.0,32.47670422232015,31.40937877939847
674.0,32.4942653828511,31.55550985785587
676.0,28.635459812619445,27.82757001412459
678.0,23.27134705313194,22.593781996189975
680.0,23.103450590031315,22.552814359346073
682.0,27.33499947982874,26.90524936085935
684.0,30.123104425291935,29.805960840433347
686.0,31.663522811584592,31.449037120576314
688.0,30.416649514077765,30.293872485490926
690.0,31.417142329895608,31.374829126327064
692.0,32.7701337889533,32.79742022505123
694.0,33.49510672614814,33.58209595531209
696.0,34.288834689295896,34.42704314713905
698.0,35.393360475432885,35.575986700858714
700.0,36.25591866176438,36.47791802819426
702.0,37.058184680858204,37.316155794963564
704.0,37.86873442141821,38.16064660054343
706.0,37.21657542770022,37.54138791059664
708.0,34.55772782212621,34.914966499655606
710.0,30.72245249739857,31.111815829136276
712.0,27.953339704779467,28.374400448602398
714.0,25.763632337711936,26.215686107410086
716.0,26.478246990161995,26.960334765352183
718.0,29.55861337111211,30.069716565561333
720.0,31.891004465655698,32.43038220142508
722.0,32.86021250127881,33.42782535698301
724.0,32.60591531162659,33.20286148325158
726.0,31.171502742078523,31.800384073182258
728.0,30.377903614795375,31.04304235501762
730.0,31.4415954108874,32.14903879958455
732.0,30.410816281072726,31.168094382817642
734.0,27.97417881131164,28.78981834839386
736.0,27.744480922387442,28.62731847417725
738.0,30.055450408402997,31.013824733293244
740.0,30.71839993622787,31.75932766628806
742.0,29.498047875768844,30.62649395714432
744.0,27.77277285414524,28.991115369554297
746.0,25.712554390564858,27.02031576253425
748.0,27.746752988107723,29.140632271018767
750.0,27.846582564528507,29.320783953304314
752.0,30.484210439885665,32.03102757837092
754.0,29.70323752405086,31.313825714097867
756.0,23.705432295124123,25.37068292266885
758.0,14.097008003605364,15.808431411098308
760.0,17.30666901207773,19.05719303649768
762.0,15.673118398228196,17.457719337465857
764.0,16.634485137350822,18.450585705421233
766.0,20.95613737613006,22.80373171698353
768.0,24.807563239953797,26.689060724079102
770.0,27.636399486703183,29.556213583559675
